course,courseLetter,courseNumber,relatedTo,relatedToCourseLetter,relatedToCourseNumber,How,,courseDictionary,courseLetter,courseNumber
CIS 214,CIS,214,CGM 228,CGM,228,Prereq,,,,
CIS 214,CIS,214,CIS 228,CIS,228,Prereq,,,,
CIS 214,CIS,214,CIS 314,CIS,314,Prereq,,,,
CIS 214,CIS,214,CIS 325,CIS,325,Prereq,,,,
CIS 214,CIS,214,DSC 325,DSC,325,Prereq,,,,
CIS 215,CIS,215,"Computer Information Systems, AS",,,Checksheet,,,,
CIS 215,CIS,215,"Computer Information Systems, BS",,,Checksheet,,,,
CIS 215,CIS,215,"Computer Information Systems, PBS",,,Checksheet,,,,
CIS 215,CIS,215,"Management, BSBA",,,Checksheet,,,,
CIS 215,CIS,215,Software Development Certificate,,,Checksheet,,,,
CIS 215,CIS,215,CIS 325,CIS,325,Prereq,,,,
CIS 215,CIS,215,DSC 325,DSC,325,Prereq,,,,
CIS 216,CIS,216,"Computer Information Systems, AS",,,Checksheet,,,,
CIS 216,CIS,216,"Computer Information Systems, BS",,,Checksheet,,,,
CIS 216,CIS,216,"Computer Information Systems, PBS",,,Checksheet,,,,
CIS 216,CIS,216,Software Development Certificate,,,Checksheet,,,,
CIS 216,CIS,216,CIS 325,CIS,325,Prereq,,,,
CIS 216,CIS,216,DSC 325,DSC,325,Prereq,,,,
CIS 218,CIS,218,"Computer Information Systems, AS",,,Checksheet,,,,
CIS 218,CIS,218,"Computer Information Systems, BS",,,Checksheet,,,,
CIS 218,CIS,218,Data Science Certificate,,,Checksheet,,,,
CIS 218,CIS,218,"Data Science, BS",,,Checksheet,,,,
CIS 218,CIS,218,"Data Science, Minor",,,Checksheet,,,,
CIS 218,CIS,218,"Data Science, PBS",,,Checksheet,,,,
CIS 218,CIS,218,Software Development Certificate,,,Checksheet,,,,
CIS 218,CIS,218,Web Development Certificate,,,Checksheet,,,,
CIS 219,CIS,219,"Computer Information Systems, AS",,,Checksheet,,,,
CIS 219,CIS,219,"Computer Information Systems, BS",,,Checksheet,,,,
CIS 219,CIS,219,Software Development Certificate,,,Checksheet,,,,
CIS 220,CIS,220,Computer Networking Minor,,,Checksheet,,,,
CIS 220,CIS,220,Cyber Forensics Certificate,,,Checksheet,,,,
CIS 220,CIS,220,Cyber Forensics Minor,,,Checksheet,,,,
CIS 220,CIS,220,"Cybersecurity Operations, Certificate",,,Checksheet,,,,
CIS 220,CIS,220,Management Information Systems Concentration,,,Checksheet,,,,
CIS 220,CIS,220,Networking Certificate,,,Checksheet,,,,
CIS 220,CIS,220,Systems Administration Certificate,,,Checksheet,,,,
CIS 220,CIS,220,CIS 242,CIS,242,Prereq,,,,
CIS 220,CIS,220,CIS 246,CIS,246,Prereq,,,,
CIS 220,CIS,220,CIS 345,CIS,345,Prereq,,,,
CIS 220,CIS,220,ISS 430,ISS,430,Prereq,,,,
CIS 221,CIS,221,"Computer Information Systems, AS",,,Checksheet,,,,
CIS 221,CIS,221,"Computer Information Systems, BS",,,Checksheet,,,,
CIS 221,CIS,221,"Computer Information Systems, PBS",,,Checksheet,,,,
CIS 221,CIS,221,Cybersecurity Fundamentals Certificate,,,Checksheet,,,,
CIS 221,CIS,221,Cybersecurity Minor,,,Checksheet,,,,
CIS 221,CIS,221,"Cybersecurity Operations, Certificate",,,Checksheet,,,,
CIS 221,CIS,221,"Cybersecurity, AS",,,Checksheet,,,,
CIS 221,CIS,221,"Cybersecurity, BS",,,Checksheet,,,,
CIS 221,CIS,221,"Cybersecurity, PBS",,,Checksheet,,,,
CIS 221,CIS,221,ISS 282,ISS,282,Prereq,,,,
CIS 221,CIS,221,ISS 320,ISS,320,Prereq,,,,
CIS 221,CIS,221,ISS 360,ISS,360,Prereq,,,,
CIS 221,CIS,221,ISS 385,ISS,385,Prereq,,,,
CIS 225,CIS,225,"Data Science, BS",,,Checksheet,,,,
CIS 225,CIS,225,"Data Science, PBS",,,Checksheet,,,,
CIS 225,CIS,225,Health Informatics Certificate,,,Checksheet,,,,
CIS 225,CIS,225,"Nursing (4-Year), BSN",,,Checksheet,,,,
CIS 225,CIS,225,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
CIS 225,CIS,225,NUR 226,NUR,226,Coreq,,,,
CIS 225,CIS,225,DSC 225,DSC,225,CrossList,,,,
CIS 225,CIS,225,NUR 225,NUR,225,CrossList,,,,
CIS 225,CIS,225,Computer Literacy,,,GenEd,,,,
CIS 225,CIS,225,NUR 310,NUR,310,Prereq,,,,
CIS 228,CIS,228,Computer Gaming Certificate (18 Credit Hours),,,Checksheet,,,,
CIS 228,CIS,228,CGM 228,CGM,228,CrossList,,,,
CIS 228,CIS,228,CIS 328,CIS,328,Prereq,,,,
CIS 231,CIS,231,"Management, BSBA",,,Checksheet,,,,
CIS 231,CIS,231,Web Applications Minor,,,Checksheet,,,,
CIS 231,CIS,231,Web Development Certificate,,,Checksheet,,,,
CIS 240,CIS,240,Computer Information Systems Minor,,,Checksheet,,,,
CIS 240,CIS,240,"Computer Information Systems, AS",,,Checksheet,,,,
CIS 240,CIS,240,"Computer Information Systems, BS",,,Checksheet,,,,
CIS 240,CIS,240,"Computer Information Systems, PBS",,,Checksheet,,,,
CIS 240,CIS,240,Computer Networking Minor,,,Checksheet,,,,
CIS 240,CIS,240,Cybersecurity Certificate,,,Checksheet,,,,
CIS 240,CIS,240,Cybersecurity Fundamentals Certificate,,,Checksheet,,,,
CIS 240,CIS,240,Cybersecurity Minor,,,Checksheet,,,,
CIS 240,CIS,240,"Cybersecurity Operations, Certificate",,,Checksheet,,,,
CIS 240,CIS,240,"Cybersecurity, AS",,,Checksheet,,,,
CIS 240,CIS,240,"Cybersecurity, BS",,,Checksheet,,,,
CIS 240,CIS,240,"Cybersecurity, PBS",,,Checksheet,,,,
CIS 240,CIS,240,"Management, BSBA",,,Checksheet,,,,
CIS 240,CIS,240,Networking Certificate,,,Checksheet,,,,
CIS 240,CIS,240,Systems Administration Certificate,,,Checksheet,,,,
CIS 240,CIS,240,CIS 241,CIS,241,Prereq,,,,
CIS 240,CIS,240,CIS 242,CIS,242,Prereq,,,,
CIS 240,CIS,240,CIS 245,CIS,245,Prereq,,,,
CIS 240,CIS,240,CIS 246,CIS,246,Prereq,,,,
CIS 240,CIS,240,CIS 260,CIS,260,Prereq,,,,
CIS 240,CIS,240,CIS 330,CIS,330,Prereq,,,,
CIS 240,CIS,240,CIS 345,CIS,345,Prereq,,,,
CIS 240,CIS,240,CIS 440,CIS,440,Prereq,,,,
CIS 240,CIS,240,ISS 282,ISS,282,Prereq,,,,
CIS 240,CIS,240,ISS 310,ISS,310,Prereq,,,,
CIS 240,CIS,240,ISS 320,ISS,320,Prereq,,,,
CIS 240,CIS,240,ISS 360,ISS,360,Prereq,,,,
CIS 241,CIS,241,CIS 340,CIS,340,Prereq,,,,
CIS 242,CIS,242,Systems Administration Certificate,,,Checksheet,,,,
CIS 242,CIS,242,CIS 244,CIS,244,Prereq,,,,
CIS 242,CIS,242,CIS 342,CIS,342,Prereq,,,,
CIS 244,CIS,244,Systems Administration Certificate,,,Checksheet,,,,
CIS 245,CIS,245,Computer Networking Minor,,,Checksheet,,,,
CIS 245,CIS,245,Networking Certificate,,,Checksheet,,,,
CIS 246,CIS,246,Networking Certificate,,,Checksheet,,,,
CIS 246,CIS,246,Systems Administration Certificate,,,Checksheet,,,,
CIS 246,CIS,246,CIS 248,CIS,248,Prereq,,,,
CIS 246,CIS,246,CIS 342,CIS,342,Prereq,,,,
CIS 246,CIS,246,ISS 320,ISS,320,Prereq,,,,
CIS 248,CIS,248,Systems Administration Certificate,,,Checksheet,,,,
CIS 251,CIS,251,Web Applications Minor,,,Checksheet,,,,
CIS 251,CIS,251,Web Development Certificate,,,Checksheet,,,,
CIS 255,CIS,255,Computer Information Systems Minor,,,Checksheet,,,,
CIS 255,CIS,255,"Computer Information Systems, AS",,,Checksheet,,,,
CIS 255,CIS,255,"Computer Information Systems, BS",,,Checksheet,,,,
CIS 255,CIS,255,"Computer Information Systems, PBS",,,Checksheet,,,,
CIS 255,CIS,255,"Data Science, BS",,,Checksheet,,,,
CIS 255,CIS,255,"Data Science, Minor",,,Checksheet,,,,
CIS 255,CIS,255,"Data Science, PBS",,,Checksheet,,,,
CIS 255,CIS,255,DSC 255,DSC,255,CrossList,,,,
CIS 255,CIS,255,BUA 450,BUA,450,Prereq,,,,
CIS 255,CIS,255,CIS 218,CIS,218,Prereq,,,,
CIS 255,CIS,255,CIS 330,CIS,330,Prereq,,,,
CIS 255,CIS,255,CIS 350,CIS,350,Prereq,,,,
CIS 255,CIS,255,CIS 449,CIS,449,Prereq,,,,
CIS 255,CIS,255,CIS 450,CIS,450,Prereq,,,,
CIS 255,CIS,255,DSC 449,DSC,449,Prereq,,,,
CIS 255,CIS,255,DSC 450,DSC,450,Prereq,,,,
CIS 255,CIS,255,MAT 449,MAT,449,Prereq,,,,
CIS 255,CIS,255,MAT 450,MAT,450,Prereq,,,,
CIS 260,CIS,260,Computer Networking Minor,,,Checksheet,,,,
CIS 260,CIS,260,Networking Certificate,,,Checksheet,,,,
CIS 260,CIS,260,CIS 262,CIS,262,Prereq,,,,
CIS 262,CIS,262,Computer Networking Minor,,,Checksheet,,,,
CIS 262,CIS,262,Networking Certificate,,,Checksheet,,,,
CIS 262,CIS,262,CIS 362,CIS,362,Prereq,,,,
CIS 275,CIS,275,Artificial Intelligence Essentials Certificate,,,Checksheet,,,,
CIS 275,CIS,275,"Data Science, BS",,,Checksheet,,,,
CIS 275,CIS,275,BUA 275,BUA,275,CrossList,,,,
CIS 303,CIS,303,Applied Bachelor of Science in Public Administration (90-credit program),,,Checksheet,,,,
CIS 303,CIS,303,Business Administration Minor,,,Checksheet,,,,
CIS 303,CIS,303,"Business Administration, PBS",,,Checksheet,,,,
CIS 303,CIS,303,Human Resource Management Certificate,,,Checksheet,,,,
CIS 303,CIS,303,Human Resource Management Minor,,,Checksheet,,,,
CIS 303,CIS,303,Management Information Systems Concentration,,,Checksheet,,,,
CIS 303,CIS,303,"Management, BSBA",,,Checksheet,,,,
CIS 303,CIS,303,"Public Administration, BS",,,Checksheet,,,,
CIS 303,CIS,303,Small Business Management Minor,,,Checksheet,,,,
CIS 303,CIS,303,BUA 303,BUA,303,CrossList,,,,
CIS 303,CIS,303,BUA 450,BUA,450,Prereq,,,,
CIS 303,CIS,303,CIS 450,CIS,450,Prereq,,,,
CIS 303,CIS,303,DSC 450,DSC,450,Prereq,,,,
CIS 303,CIS,303,MAT 450,MAT,450,Prereq,,,,
CIS 312,CIS,312,"Management, BSBA",,,Checksheet,,,,
CIS 312,CIS,312,Software Development Certificate,,,Checksheet,,,,
CIS 314,CIS,314,"Management, BSBA",,,Checksheet,,,,
CIS 314,CIS,314,Software Development Certificate,,,Checksheet,,,,
CIS 315,CIS,315,Software Development Certificate,,,Checksheet,,,,
CIS 319,CIS,319,Software Development Certificate,,,Checksheet,,,,
CIS 325,CIS,325,Artificial Intelligence Essentials Certificate,,,Checksheet,,,,
CIS 325,CIS,325,"Data Science, BS",,,Checksheet,,,,
CIS 325,CIS,325,"Data Science, PBS",,,Checksheet,,,,
CIS 325,CIS,325,"Machine Learning, Minor",,,Checksheet,,,,
CIS 325,CIS,325,DSC 325,DSC,325,CrossList,,,,
CIS 325,CIS,325,CIS 454,CIS,454,Prereq,,,,
CIS 325,CIS,325,DSC 454,DSC,454,Prereq,,,,
CIS 328,CIS,328,Computer Gaming Certificate (18 Credit Hours),,,Checksheet,,,,
CIS 328,CIS,328,CGM 328,CGM,328,CrossList,,,,
CIS 330,CIS,330,Computer Information Systems Minor,,,Checksheet,,,,
CIS 330,CIS,330,"Computer Information Systems, BS",,,Checksheet,,,,
CIS 330,CIS,330,"Computer Information Systems, PBS",,,Checksheet,,,,
CIS 330,CIS,330,Health Informatics Certificate,,,Checksheet,,,,
CIS 330,CIS,330,Information Assurance Certificate,,,Checksheet,,,,
CIS 330,CIS,330,"Management, BSBA",,,Checksheet,,,,
CIS 330,CIS,330,BUA 450,BUA,450,Prereq,,,,
CIS 330,CIS,330,CIS 450,CIS,450,Prereq,,,,
CIS 330,CIS,330,CIS 470,CIS,470,Prereq,,,,
CIS 330,CIS,330,DSC 450,DSC,450,Prereq,,,,
CIS 330,CIS,330,MAT 450,MAT,450,Prereq,,,,
CIS 333,CIS,333,"Computer Information Systems, PBS",,,Checksheet,,,,
CIS 333,CIS,333,Software Development Certificate,,,Checksheet,,,,
CIS 333,CIS,333,Web Applications Minor,,,Checksheet,,,,
CIS 333,CIS,333,Web Development Certificate,,,Checksheet,,,,
CIS 333,CIS,333,CIS 334,CIS,334,Prereq,,,,
CIS 333,CIS,333,CIS 438,CIS,438,Prereq,,,,
CIS 334,CIS,334,Software Development Certificate,,,Checksheet,,,,
CIS 334,CIS,334,Web Applications Minor,,,Checksheet,,,,
CIS 334,CIS,334,Web Development Certificate,,,Checksheet,,,,
CIS 338,CIS,338,Web Development Certificate,,,Checksheet,,,,
CIS 339,CIS,339,Web Development Certificate,,,Checksheet,,,,
CIS 340,CIS,340,CIS 348,CIS,348,Prereq,,,,
CIS 342,CIS,342,Networking Certificate,,,Checksheet,,,,
CIS 342,CIS,342,Systems Administration Certificate,,,Checksheet,,,,
CIS 345,CIS,345,Networking Certificate,,,Checksheet,,,,
CIS 345,CIS,345,Systems Administration Certificate,,,Checksheet,,,,
CIS 345,CIS,345,CIS 346,CIS,346,Prereq,,,,
CIS 346,CIS,346,Systems Administration Certificate,,,Checksheet,,,,
CIS 350,CIS,350,"Data Science, BS",,,Checksheet,,,,
CIS 350,CIS,350,"Data Science, PBS",,,Checksheet,,,,
CIS 350,CIS,350,Health Informatics Certificate,,,Checksheet,,,,
CIS 350,CIS,350,"Management, BSBA",,,Checksheet,,,,
CIS 350,CIS,350,CIS 351,CIS,351,Prereq,,,,
CIS 352,CIS,352,"Business Administration, PBS",,,Checksheet,,,,
CIS 352,CIS,352,Crime Analysis and GIS Certificate,,,Checksheet,,,,
CIS 352,CIS,352,Data Science Certificate,,,Checksheet,,,,
CIS 352,CIS,352,"Data Science, BS",,,Checksheet,,,,
CIS 352,CIS,352,"Data Science, Minor",,,Checksheet,,,,
CIS 352,CIS,352,"Data Science, PBS",,,Checksheet,,,,
CIS 352,CIS,352,Health Informatics Certificate,,,Checksheet,,,,
CIS 352,CIS,352,"Management, BSBA",,,Checksheet,,,,
CIS 352,CIS,352,DSC 352,DSC,352,CrossList,,,,
CIS 352,CIS,352,INT 352,INT,352,CrossList,,,,
CIS 352,CIS,352,Fine Arts,,,GenEd,,,,
CIS 352,CIS,352,ART 550,ART,550,Prereq,,,,
CIS 352,CIS,352,CIS 449,CIS,449,Prereq,,,,
CIS 352,CIS,352,DSC 449,DSC,449,Prereq,,,,
CIS 352,CIS,352,MAT 449,MAT,449,Prereq,,,,
CIS 353,CIS,353,"Data Science, BS",,,Checksheet,,,,
CIS 353,CIS,353,Software Development Certificate,,,Checksheet,,,,
CIS 353,CIS,353,Web Development Certificate,,,Checksheet,,,,
CIS 353,CIS,353,Cultural Perspectives,,,GenEd,,,,
CIS 354,CIS,354,"Computer Information Systems, BS",,,Checksheet,,,,
CIS 354,CIS,354,"Data Science, BS",,,Checksheet,,,,
CIS 354,CIS,354,"Data Science, Minor",,,Checksheet,,,,
CIS 354,CIS,354,"Data Science, PBS",,,Checksheet,,,,
CIS 354,CIS,354,"Machine Learning, Minor",,,Checksheet,,,,
CIS 354,CIS,354,"Management, BSBA",,,Checksheet,,,,
CIS 354,CIS,354,Software Development Certificate,,,Checksheet,,,,
CIS 354,CIS,354,CIS 454,CIS,454,Prereq,,,,
CIS 354,CIS,354,DSC 454,DSC,454,Prereq,,,,
CIS 355,CIS,355,"Data Science, BS",,,Checksheet,,,,
CIS 355,CIS,355,"Data Science, Minor",,,Checksheet,,,,
CIS 355,CIS,355,"Data Science, PBS",,,Checksheet,,,,
CIS 355,CIS,355,DSC 355,DSC,355,CrossList,,,,
CIS 360,CIS,360,Applied Bachelor of Science in Public Administration (90-credit program),,,Checksheet,,,,
CIS 360,CIS,360,Crime Analysis and GIS Certificate,,,Checksheet,,,,
CIS 360,CIS,360,"Data Science, BS",,,Checksheet,,,,
CIS 360,CIS,360,"Data Science, Minor",,,Checksheet,,,,
CIS 360,CIS,360,"Data Science, PBS",,,Checksheet,,,,
CIS 360,CIS,360,Geographic Information Systems Minor,,,Checksheet,,,,
CIS 360,CIS,360,Health Informatics Certificate,,,Checksheet,,,,
CIS 360,CIS,360,Networking Certificate,,,Checksheet,,,,
CIS 360,CIS,360,"Public Administration 2+2, BS",,,Checksheet,,,,
CIS 360,CIS,360,"Public Administration, PBS",,,Checksheet,,,,
CIS 360,CIS,360,DSC 360,DSC,360,CrossList,,,,
CIS 360,CIS,360,GEO 360,GEO,360,CrossList,,,,
CIS 360,CIS,360,BUA 450,BUA,450,Prereq,,,,
CIS 360,CIS,360,CIS 218,CIS,218,Prereq,,,,
CIS 360,CIS,360,CIS 255,CIS,255,Prereq,,,,
CIS 360,CIS,360,CIS 352,CIS,352,Prereq,,,,
CIS 360,CIS,360,CIS 355,CIS,355,Prereq,,,,
CIS 360,CIS,360,CIS 449,CIS,449,Prereq,,,,
CIS 360,CIS,360,CIS 450,CIS,450,Prereq,,,,
CIS 360,CIS,360,DSC 255,DSC,255,Prereq,,,,
CIS 360,CIS,360,DSC 352,DSC,352,Prereq,,,,
CIS 360,CIS,360,DSC 355,DSC,355,Prereq,,,,
CIS 360,CIS,360,DSC 449,DSC,449,Prereq,,,,
CIS 360,CIS,360,DSC 450,DSC,450,Prereq,,,,
CIS 360,CIS,360,INT 352,INT,352,Prereq,,,,
CIS 360,CIS,360,MAT 449,MAT,449,Prereq,,,,
CIS 360,CIS,360,MAT 450,MAT,450,Prereq,,,,
CIS 362,CIS,362,Computer Networking Minor,,,Checksheet,,,,
CIS 370,CIS,370,"Data Science, BS",,,Checksheet,,,,
CIS 370,CIS,370,"Data Science, Minor",,,Checksheet,,,,
CIS 370,CIS,370,"Data Science, PBS",,,Checksheet,,,,
CIS 370,CIS,370,DSC 370,DSC,370,CrossList,,,,
CIS 370,CIS,370,MAT 370,MAT,370,CrossList,,,,
CIS 380,CIS,380,"Computer Information Systems, BS",,,Checksheet,,,,
CIS 410,CIS,410,"Data Science, BS",,,Checksheet,,,,
CIS 410,CIS,410,Software Development Certificate,,,Checksheet,,,,
CIS 438,CIS,438,Web Applications Minor,,,Checksheet,,,,
CIS 438,CIS,438,Web Development Certificate,,,Checksheet,,,,
CIS 440,CIS,440,"Computer Information Systems, BS",,,Checksheet,,,,
CIS 440,CIS,440,Computer Networking Minor,,,Checksheet,,,,
CIS 440,CIS,440,Cybersecurity Certificate,,,Checksheet,,,,
CIS 440,CIS,440,"Cybersecurity Operations, Certificate",,,Checksheet,,,,
CIS 440,CIS,440,"Cybersecurity, BS",,,Checksheet,,,,
CIS 440,CIS,440,"Cybersecurity, PBS",,,Checksheet,,,,
CIS 440,CIS,440,Networking Certificate,,,Checksheet,,,,
CIS 449,CIS,449,"Computer Information Systems, BS",,,Checksheet,,,,
CIS 449,CIS,449,"Computer Information Systems, PBS",,,Checksheet,,,,
CIS 449,CIS,449,Data Science Certificate,,,Checksheet,,,,
CIS 449,CIS,449,"Data Science, BS",,,Checksheet,,,,
CIS 449,CIS,449,"Data Science, Minor",,,Checksheet,,,,
CIS 449,CIS,449,"Data Science, PBS",,,Checksheet,,,,
CIS 449,CIS,449,DSC 449,DSC,449,CrossList,,,,
CIS 449,CIS,449,MAT 449,MAT,449,CrossList,,,,
CIS 449,CIS,449,CIS 325,CIS,325,Prereq,,,,
CIS 449,CIS,449,DSC 325,DSC,325,Prereq,,,,
CIS 450,CIS,450,"Business Administration, PBS",,,Checksheet,,,,
CIS 450,CIS,450,"Data Science, BS",,,Checksheet,,,,
CIS 450,CIS,450,"Data Science, Minor",,,Checksheet,,,,
CIS 450,CIS,450,"Data Science, PBS",,,Checksheet,,,,
CIS 450,CIS,450,"Management, BSBA",,,Checksheet,,,,
CIS 450,CIS,450,BUA 450,BUA,450,CrossList,,,,
CIS 450,CIS,450,DSC 450,DSC,450,CrossList,,,,
CIS 450,CIS,450,MAT 450,MAT,450,CrossList,,,,
CIS 454,CIS,454,Artificial Intelligence Essentials Certificate,,,Checksheet,,,,
CIS 454,CIS,454,"Data Science, BS",,,Checksheet,,,,
CIS 454,CIS,454,"Data Science, PBS",,,Checksheet,,,,
CIS 454,CIS,454,DSC 454,DSC,454,CrossList,,,,
CIS 455,CIS,455,"Data Science, BS",,,Checksheet,,,,
CIS 455,CIS,455,"Data Science, PBS",,,Checksheet,,,,
CIS 455,CIS,455,DSC 455,DSC,455,CrossList,,,,
CIS 460,CIS,460,American Studies Minor,,,Checksheet,,,,
CIS 460,CIS,460,Applied Bachelor of Science in Public Administration (90-credit program),,,Checksheet,,,,
CIS 460,CIS,460,Artificial Intelligence Essentials Certificate,,,Checksheet,,,,
CIS 460,CIS,460,Computer Information Systems Minor,,,Checksheet,,,,
CIS 460,CIS,460,"Computer Information Systems, BS",,,Checksheet,,,,
CIS 460,CIS,460,"Computer Information Systems, PBS",,,Checksheet,,,,
CIS 460,CIS,460,"Cybersecurity, BS",,,Checksheet,,,,
CIS 460,CIS,460,"Cybersecurity, PBS",,,Checksheet,,,,
CIS 460,CIS,460,"Data Science, BS",,,Checksheet,,,,
CIS 460,CIS,460,"Data Science, PBS",,,Checksheet,,,,
CIS 460,CIS,460,"Public Administration, BS",,,Checksheet,,,,
CIS 460,CIS,460,Social Media Certificate,,,Checksheet,,,,
CIS 460,CIS,460,Ethical Reasoning,,,GenEd,,,,
CIS 470,CIS,470,"Computer Information Systems, BS",,,Checksheet,,,,
CIS 470,CIS,470,"Computer Information Systems, PBS",,,Checksheet,,,,
CNB 100,CNB,100,JUS 365,JUS,365,Prereq,,,,
CNB 100,CNB,100,SOC 240,SOC,240,Prereq,,,,
COL 123,COL,123,"Liberal Studies, AA",,,Checksheet,,,,
COL 123,COL,123,Cultural Perspectives,,,GenEd,,,,
COL 214,COL,214,HUS 279,HUS,279,Prereq,,,,
COM 101,COM,101,"Architecture, B.Arch",,,Checksheet,,,,
COM 101,COM,101,Communications Minor,,,Checksheet,,,,
COM 101,COM,101,Dental Assisting Certificate,,,Checksheet,,,,
COM 101,COM,101,"Dental Assisting, AS",,,Checksheet,,,,
COM 101,COM,101,"Dental Hygiene, AS",,,Checksheet,,,,
COM 101,COM,101,"Dental Hygiene, BS",,,Checksheet,,,,
COM 101,COM,101,"Liberal Studies, AA",,,Checksheet,,,,
COM 101,COM,101,"Psychology, AA",,,Checksheet,,,,
COM 101,COM,101,Critical Thinking,,,GenEd,,,,
COM 101,COM,101,Oral Communication,,,GenEd,,,,
COM 101,COM,101,ARC 408,ARC,408,Prereq,,,,
COM 101,COM,101,COM 305,COM,305,Prereq,,,,
COM 101,COM,101,SSC 325,SSC,325,Prereq,,,,
COM 102,COM,102,Behavioral Science Minor,,,Checksheet,,,,
COM 102,COM,102,Child & Youth Care Practitioner Certificate,,,Checksheet,,,,
COM 102,COM,102,Communications Minor,,,Checksheet,,,,
COM 102,COM,102,Dental Assisting Certificate,,,Checksheet,,,,
COM 102,COM,102,"Dental Hygiene, AS",,,Checksheet,,,,
COM 102,COM,102,"Dental Hygiene, BS",,,Checksheet,,,,
COM 102,COM,102,"Liberal Studies, AA",,,Checksheet,,,,
COM 102,COM,102,"Psychology, AA",,,Checksheet,,,,
COM 102,COM,102,Social Science Minor,,,Checksheet,,,,
COM 102,COM,102,"Social Science, AA",,,Checksheet,,,,
COM 102,COM,102,"Social Science, BA",,,Checksheet,,,,
COM 102,COM,102,"Veterinary Technology, AS",,,Checksheet,,,,
COM 102,COM,102,"Veterinary Technology, BS",,,Checksheet,,,,
COM 102,COM,102,Oral Communication,,,GenEd,,,,
COM 102,COM,102,COM 300,COM,300,Prereq,,,,
COM 104,COM,104,Behavioral Science Minor,,,Checksheet,,,,
COM 104,COM,104,Communications Minor,,,Checksheet,,,,
COM 104,COM,104,"Dental Hygiene, BS",,,Checksheet,,,,
COM 104,COM,104,Human Resource Management Certificate,,,Checksheet,,,,
COM 104,COM,104,Human Resource Management Minor,,,Checksheet,,,,
COM 104,COM,104,"Liberal Studies, AA",,,Checksheet,,,,
COM 104,COM,104,Social Science Minor,,,Checksheet,,,,
COM 104,COM,104,"Social Science, AA",,,Checksheet,,,,
COM 104,COM,104,"Social Science, BA",,,Checksheet,,,,
COM 104,COM,104,Critical Thinking,,,GenEd,,,,
COM 104,COM,104,Oral Communication,,,GenEd,,,,
COM 104,COM,104,COM 300,COM,300,Prereq,,,,
COM 106,COM,106,Communications Minor,,,Checksheet,,,,
COM 106,COM,106,"Dental Hygiene, BS",,,Checksheet,,,,
COM 106,COM,106,"Liberal Studies, AA",,,Checksheet,,,,
COM 106,COM,106,DRA 106,DRA,106,CrossList,,,,
COM 106,COM,106,Fine Arts,,,GenEd,,,,
COM 106,COM,106,Humanities,,,GenEd,,,,
COM 106,COM,106,Oral Communication,,,GenEd,,,,
COM 160,COM,160,Communications Minor,,,Checksheet,,,,
COM 160,COM,160,"Liberal Studies, AA",,,Checksheet,,,,
COM 160,COM,160,Oral Communication,,,GenEd,,,,
COM 190,COM,190,Behavioral Science Minor,,,Checksheet,,,,
COM 190,COM,190,Communications Minor,,,Checksheet,,,,
COM 190,COM,190,Embodied Social Justice Certificate,,,Checksheet,,,,
COM 190,COM,190,Embodied Social Justice Minor,,,Checksheet,,,,
COM 190,COM,190,"Liberal Studies, AA",,,Checksheet,,,,
COM 190,COM,190,Social Science Minor,,,Checksheet,,,,
COM 190,COM,190,"Social Science, AA",,,Checksheet,,,,
COM 190,COM,190,Oral Communication,,,GenEd,,,,
COM 300,COM,300,Behavioral Science Minor,,,Checksheet,,,,
COM 300,COM,300,Social Science Minor,,,Checksheet,,,,
COM 305,COM,305,Advocacy Minor,,,Checksheet,,,,
COM 305,COM,305,Behavioral Science Minor,,,Checksheet,,,,
COM 317,COM,317,Behavioral Science Minor,,,Checksheet,,,,
COM 320,COM,320,Behavioral Science Minor,,,Checksheet,,,,
COM 320,COM,320,Embodied Social Justice Certificate,,,Checksheet,,,,
COM 320,COM,320,"Nursing (4-Year), BSN",,,Checksheet,,,,
COM 320,COM,320,"Nursing (RN-BSN Completion), BSN",,,Checksheet,,,,
COM 330,COM,330,Advocacy Minor,,,Checksheet,,,,
COM 330,COM,330,Communications Minor,,,Checksheet,,,,
COM 330,COM,330,PSY 330,PSY,330,CrossList,,,,
COM 330,COM,330,COM 475,COM,475,Prereq,,,,
COM 330,COM,330,SOC 475,SOC,475,Prereq,,,,
COM 375,COM,375,"Data Science, PBS",,,Checksheet,,,,
COM 375,COM,375,Social Media Certificate,,,Checksheet,,,,
COM 375,COM,375,SOC 375,SOC,375,CrossList,,,,
COM 410,COM,410,Behavioral Science Minor,,,Checksheet,,,,
COM 410,COM,410,Embodied Social Justice Certificate,,,Checksheet,,,,
COM 475,COM,475,Behavioral Science Minor,,,Checksheet,,,,
COM 475,COM,475,"Data Science, BS",,,Checksheet,,,,
COM 475,COM,475,"Data Science, PBS",,,Checksheet,,,,
COM 475,COM,475,Social Media Certificate,,,Checksheet,,,,
COM 475,COM,475,SOC 475,SOC,475,CrossList,,,,
COM 480,COM,480,Behavioral Science Minor,,,Checksheet,,,,
COM 580,COM,580,"Trauma-Informed Emergency Management, Graduate Certificate",,,Checksheet,,,,
COM 580,COM,580,TEM 580,TEM,580,CrossList,,,,
CYB 501,CYB,501,"Cybersecurity, Graduate Certificate",,,Checksheet,,,,
CYB 501,CYB,501,"Cybersecurity, MS",,,Checksheet,,,,
